,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,Squad,League
171,Dean Henderson,eng ENG,GK,27.0,38.0,3,0,0,0,2,0,0,0,1,0,0,0,26,11,1,91.7,Matches,Crystal-Palace,Premier-League
172,Daniel Muñoz,co COL,DF,28.0,35.9,10,0,0,56,19,15,74,44,80,0,0,0,171,58,78,42.6,Matches,Crystal-Palace,Premier-League
173,Tyrick Mitchell,eng ENG,DF,24.0,34.4,2,0,0,23,25,2,105,19,55,1,0,0,168,20,21,48.8,Matches,Crystal-Palace,Premier-League
174,Maxence Lacroix,fr FRA,DF,24.0,34.6,5,0,0,34,19,1,7,54,41,0,1,0,130,60,50,54.5,Matches,Crystal-Palace,Premier-League
175,Marc Guéhi,eng ENG,DF,24.0,34.0,9,1,1,24,27,1,13,28,34,0,0,3,146,68,58,54.0,Matches,Crystal-Palace,Premier-League
176,Jean-Philippe Mateta,fr FRA,FW,27.0,29.4,2,0,0,27,28,21,26,2,12,0,0,0,68,63,107,37.1,Matches,Crystal-Palace,Premier-League
177,Eberechi Eze,eng ENG,"MF,FW",26.0,28.8,1,0,0,13,51,9,112,11,22,0,0,0,146,7,37,15.9,Matches,Crystal-Palace,Premier-League
178,Ismaila Sarr,sn SEN,MF,26.0,30.1,4,0,0,14,56,11,55,9,10,1,0,0,113,37,52,41.6,Matches,Crystal-Palace,Premier-League
179,Jefferson Lerma,co COL,"MF,DF",29.0,25.3,9,0,0,35,39,0,12,42,17,0,0,0,154,41,39,51.3,Matches,Crystal-Palace,Premier-League
180,Will Hughes,eng ENG,MF,29.0,23.4,11,0,0,65,31,0,71,22,36,0,1,0,121,19,18,51.4,Matches,Crystal-Palace,Premier-League
181,Chris Richards,us USA,DF,24.0,21.4,4,1,1,11,5,1,5,19,30,1,0,0,51,48,41,53.9,Matches,Crystal-Palace,Premier-League
182,Adam Wharton,eng ENG,MF,20.0,14.6,2,0,0,12,21,0,39,20,14,0,0,0,102,7,16,30.4,Matches,Crystal-Palace,Premier-League
183,Daichi Kamada,jp JPN,MF,27.0,17.4,4,1,0,28,21,2,31,18,29,0,0,0,89,4,13,23.5,Matches,Crystal-Palace,Premier-League
184,Trevoh Chalobah,eng ENG,DF,25.0,11.8,1,0,0,10,15,1,7,19,16,0,0,0,56,22,19,53.7,Matches,Crystal-Palace,Premier-League
185,Eddie Nketiah,eng ENG,"FW,MF",25.0,11.5,6,1,1,31,29,5,5,3,8,1,0,0,26,21,38,35.6,Matches,Crystal-Palace,Premier-League
186,Nathaniel Clyne,eng ENG,"DF,MF",33.0,5.4,1,0,0,2,2,0,7,3,8,0,0,0,10,1,7,12.5,Matches,Crystal-Palace,Premier-League
187,Justin Devenny,nir NIR,MF,20.0,5.6,1,0,0,8,0,1,17,0,12,0,0,0,27,2,13,13.3,Matches,Crystal-Palace,Premier-League
188,Cheick Doucouré,ml MLI,MF,24.0,5.0,1,0,0,7,7,0,1,11,8,0,0,0,31,5,5,50.0,Matches,Crystal-Palace,Premier-League
189,Ben Chilwell,eng ENG,DF,27.0,2.9,1,0,0,2,3,2,7,6,6,0,0,0,20,3,4,42.9,Matches,Crystal-Palace,Premier-League
190,Romain Esse,eng ENG,MF,19.0,1.5,0,0,0,2,3,0,0,1,6,0,0,0,9,3,2,60.0,Matches,Crystal-Palace,Premier-League
191,Odsonne Édouard,fr FRA,"MF,FW",26.0,1.3,0,0,0,4,0,2,1,0,0,0,0,0,5,1,4,20.0,Matches,Crystal-Palace,Premier-League
192,Joachim Andersen,dk DEN,DF,28.0,1.0,1,0,0,2,0,0,1,0,1,0,0,0,7,2,0,100.0,Matches,Crystal-Palace,Premier-League
193,Chadi Riad,ma MAR,DF,21.0,1.0,0,0,0,1,0,0,0,2,2,0,0,0,4,2,4,33.3,Matches,Crystal-Palace,Premier-League
194,Joel Ward,eng ENG,DF,34.0,0.8,1,0,0,4,0,0,0,0,0,0,0,0,7,1,0,100.0,Matches,Crystal-Palace,Premier-League
195,Jeffrey Schlupp,gh GHA,"MF,DF",31.0,1.1,0,0,0,1,0,0,4,0,0,0,0,0,6,3,4,42.9,Matches,Crystal-Palace,Premier-League
196,Matheus França,br BRA,"MF,FW",20.0,0.6,0,0,0,0,0,0,1,1,0,0,0,0,3,1,2,33.3,Matches,Crystal-Palace,Premier-League
197,Jordan Ayew,gh GHA,"FW,MF",32.0,0.2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,50.0,Matches,Crystal-Palace,Premier-League
198,Caleb Kporha,eng ENG,DF,18.0,0.1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0.0,Matches,Crystal-Palace,Premier-League
199,Asher Agbinone,eng ENG,MF,18.0,0.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,Matches,Crystal-Palace,Premier-League
200,Jordan Pickford,eng ENG,GK,30.0,38.0,7,0,0,0,7,0,0,1,0,0,0,0,36,5,1,83.3,Matches,Everton,Premier-League
201,Vitaliy Mykolenko,ua UKR,DF,25.0,34.2,4,0,0,22,34,3,101,44,38,0,1,0,88,47,37,56.0,Matches,Everton,Premier-League
202,Idrissa Gana Gueye,sn SEN,MF,34.0,34.0,9,0,0,55,46,0,7,48,80,0,0,0,194,24,15,61.5,Matches,Everton,Premier-League
203,James Tarkowski,eng ENG,DF,31.0,32.5,6,0,0,35,28,2,1,41,40,0,1,0,98,102,33,75.6,Matches,Everton,Premier-League
204,Abdoulaye Doucouré,ml MLI,MF,31.0,28.5,5,1,1,49,5,10,23,10,28,0,0,0,150,30,44,40.5,Matches,Everton,Premier-League
205,Iliman Ndiaye,sn SEN,FW,24.0,27.0,3,0,0,24,52,5,38,20,28,0,0,0,172,6,19,24.0,Matches,Everton,Premier-League
206,Jarrad Branthwaite,eng ENG,DF,22.0,27.9,4,0,0,12,18,1,5,27,20,0,0,0,93,61,42,59.2,Matches,Everton,Premier-League
207,Jack Harrison,eng ENG,FW,27.0,23.1,0,0,0,13,28,4,131,10,22,1,0,0,73,4,28,12.5,Matches,Everton,Premier-League
208,Ashley Young,eng ENG,DF,39.0,20.8,7,1,0,30,22,0,75,25,33,0,0,0,75,10,11,47.6,Matches,Everton,Premier-League
209,Dominic Calvert-Lewin,eng ENG,FW,27.0,17.9,2,0,0,27,23,27,6,7,7,0,0,0,35,85,81,51.2,Matches,Everton,Premier-League
210,James Garner,eng ENG,"MF,DF",23.0,17.7,5,0,0,20,15,0,57,23,31,0,0,0,73,11,13,45.8,Matches,Everton,Premier-League
211,Jake O'Brien,ie IRL,DF,23.0,17.5,5,0,0,13,5,3,18,4,17,0,0,0,52,41,30,57.7,Matches,Everton,Premier-League
212,Beto,gw GNB,FW,26.0,17.0,2,0,0,33,23,16,4,4,6,0,0,0,40,99,105,48.5,Matches,Everton,Premier-League
213,Dwight McNeil,eng ENG,"MF,FW",24.0,15.2,1,0,0,6,18,1,105,6,8,0,0,0,76,3,17,15.0,Matches,Everton,Premier-League
214,Jesper Lindstrøm,dk DEN,FW,24.0,13.8,2,0,0,15,10,1,71,12,25,0,0,0,70,6,12,33.3,Matches,Everton,Premier-League
215,Orel Mangala,be BEL,MF,26.0,14.0,2,0,0,24,17,2,6,21,8,0,0,0,49,6,8,42.9,Matches,Everton,Premier-League
216,Michael Keane,eng ENG,DF,31.0,11.7,5,0,0,9,0,0,1,16,9,0,0,0,26,26,20,56.5,Matches,Everton,Premier-League
217,Carlos Alcaraz,ar ARG,"FW,MF",21.0,8.5,4,0,0,13,12,1,11,5,5,0,0,0,37,14,8,63.6,Matches,Everton,Premier-League
218,Tim Iroegbunam,eng ENG,MF,21.0,6.4,4,0,0,15,12,0,1,16,14,0,0,0,51,11,4,73.3,Matches,Everton,Premier-League
219,Armando Broja,al ALB,FW,22.0,3.7,1,0,0,6,4,3,1,1,1,0,0,0,9,18,21,46.2,Matches,Everton,Premier-League
220,Nathan Patterson,sct SCO,DF,22.0,3.9,1,0,0,6,1,0,14,2,6,0,0,0,12,1,7,12.5,Matches,Everton,Premier-League
221,Séamus Coleman,ie IRL,DF,35.0,2.4,1,0,0,0,1,0,4,1,2,0,0,0,7,2,1,66.7,Matches,Everton,Premier-League
222,Roman Dixon,eng ENG,DF,19.0,1.0,0,0,0,0,0,0,0,1,5,0,0,0,6,0,3,0.0,Matches,Everton,Premier-League
223,Harrison Armstrong,eng ENG,MF,17.0,0.5,1,0,0,2,2,0,1,0,0,0,0,0,2,0,2,0.0,Matches,Everton,Premier-League
224,Youssef Chermiti,pt POR,"FW,MF",20.0,0.5,1,0,0,1,1,2,1,0,0,0,0,0,0,2,1,66.7,Matches,Everton,Premier-League
225,Mason Holgate,jm JAM,"FW,DF",27.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches,Everton,Premier-League
226,Bernd Leno,de GER,GK,32.0,38.0,5,0,0,0,4,0,0,0,2,0,0,0,50,9,1,90.0,Matches,Fulham,Premier-League
227,Antonee Robinson,us USA,DF,26.0,35.2,8,0,0,31,20,7,170,62,61,0,0,0,157,50,26,65.8,Matches,Fulham,Premier-League
228,Alex Iwobi,ng NGA,"FW,MF",28.0,33.1,1,0,0,19,18,5,126,14,25,0,0,0,140,7,31,18.4,Matches,Fulham,Premier-League
229,Calvin Bassey,ng NGA,DF,24.0,34.2,7,0,0,26,32,2,8,20,34,0,0,0,168,43,33,56.6,Matches,Fulham,Premier-League
230,Raúl Jiménez,mx MEX,FW,33.0,27.7,4,0,0,39,41,15,23,10,24,1,0,0,80,91,99,47.9,Matches,Fulham,Premier-League
231,Joachim Andersen,dk DEN,DF,28.0,28.7,6,1,0,18,19,0,12,34,18,0,1,1,122,70,39,64.2,Matches,Fulham,Premier-League
232,Saša Lukić,rs SRB,MF,27.0,26.0,12,0,0,66,26,0,62,28,39,0,1,0,109,19,25,43.2,Matches,Fulham,Premier-League
233,Sander Berge,no NOR,MF,26.0,24.7,6,0,0,31,10,0,3,21,30,0,0,0,126,28,22,56.0,Matches,Fulham,Premier-League
234,Emile Smith Rowe,eng ENG,MF,24.0,22.7,3,0,0,19,14,4,16,11,18,0,0,0,75,6,20,23.1,Matches,Fulham,Premier-League
235,Andreas Pereira,br BRA,MF,28.0,22.4,7,0,0,28,24,1,171,8,13,1,0,0,100,13,23,36.1,Matches,Fulham,Premier-League
236,Kenny Tete,nl NED,DF,28.0,19.7,5,0,0,35,16,1,38,32,38,0,0,0,74,24,22,52.2,Matches,Fulham,Premier-League
237,Adama Traoré,es ESP,"FW,MF",28.0,19.7,3,0,0,24,32,1,100,1,13,0,0,0,87,25,26,49.0,Matches,Fulham,Premier-League
238,Timothy Castagne,be BEL,DF,28.0,18.3,1,0,0,15,6,1,37,22,29,0,1,0,57,34,35,49.3,Matches,Fulham,Premier-League
239,Issa Diop,fr FRA,DF,27.0,14.9,2,0,0,10,4,0,1,9,12,0,0,1,45,20,12,62.5,Matches,Fulham,Premier-League
240,Harry Wilson,wls WAL,"FW,MF",27.0,12.9,2,0,0,12,22,1,41,7,14,1,0,0,55,5,20,20.0,Matches,Fulham,Premier-League
241,Rodrigo Muniz,br BRA,FW,23.0,10.7,1,0,0,11,31,3,1,5,5,0,0,0,14,67,63,51.5,Matches,Fulham,Premier-League
242,Ryan Sessegnon,eng ENG,"FW,DF",24.0,6.4,1,0,0,20,4,1,16,3,13,0,0,0,30,8,11,42.1,Matches,Fulham,Premier-League
243,Reiss Nelson,eng ENG,FW,24.0,5.4,1,0,0,6,9,1,23,5,6,0,0,0,29,0,4,0.0,Matches,Fulham,Premier-League
244,Jorge Cuenca,es ESP,DF,24.0,3.9,0,0,0,2,2,0,1,2,2,0,0,0,10,6,3,66.7,Matches,Fulham,Premier-League
245,Tom Cairney,sct SCO,MF,33.0,7.0,3,1,0,8,19,0,20,4,5,0,0,0,52,5,9,35.7,Matches,Fulham,Premier-League
246,Willian,br BRA,"FW,MF",35.0,2.9,0,0,0,1,0,0,16,1,2,0,0,0,14,1,3,25.0,Matches,Fulham,Premier-League
247,Joshua King,eng ENG,MF,17.0,1.4,0,0,0,3,2,0,2,1,5,0,0,0,5,1,2,33.3,Matches,Fulham,Premier-League
248,Harrison Reed,eng ENG,MF,29.0,1.2,2,0,0,6,2,0,6,1,3,0,1,0,10,1,2,33.3,Matches,Fulham,Premier-League
249,Martial Godo,eng ENG,"FW,DF",21.0,0.3,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0.0,Matches,Fulham,Premier-League
250,Carlos Vinícius,br BRA,"MF,FW",29.0,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,Matches,Fulham,Premier-League
251,Jay Stansfield,eng ENG,MF,21.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches,Fulham,Premier-League
252,Dara O'Shea,ie IRL,DF,25.0,34.7,6,0,0,21,26,3,8,33,31,0,0,0,110,114,85,57.3,Matches,Ipswich-Town,Premier-League
253,Leif Davis,eng ENG,DF,24.0,30.5,5,1,0,27,31,5,161,25,27,0,2,0,113,34,23,59.6,Matches,Ipswich-Town,Premier-League
254,Liam Delap,eng ENG,FW,21.0,28.8,12,0,0,72,51,14,5,2,8,2,0,0,68,55,74,42.6,Matches,Ipswich-Town,Premier-League
255,Sam Morsy,eg EGY,MF,32.0,30.6,10,0,0,48,27,0,15,29,41,0,1,1,157,18,24,42.9,Matches,Ipswich-Town,Premier-League
256,Omari Hutchinson,eng ENG,"MF,FW",20.0,28.7,5,0,0,30,46,6,81,11,13,0,0,0,110,6,26,18.8,Matches,Ipswich-Town,Premier-League
257,Jacob Greaves,eng ENG,DF,23.0,24.5,5,0,0,16,21,1,1,21,21,0,0,0,61,83,40,67.5,Matches,Ipswich-Town,Premier-League
258,Jens Cajuste,se SWE,MF,24.0,21.8,2,0,0,24,22,0,10,28,22,0,0,0,107,13,22,37.1,Matches,Ipswich-Town,Premier-League
259,Axel Tuanzebe,cd COD,DF,26.0,19.0,5,1,1,17,12,0,10,23,19,0,0,1,49,22,18,55.0,Matches,Ipswich-Town,Premier-League
260,Arijanet Muric,xk KVX,GK,25.0,18.0,1,0,0,0,4,0,0,0,0,0,0,0,26,11,1,91.7,Matches,Ipswich-Town,Premier-League
261,Cameron Burgess,au AUS,DF,28.0,17.1,0,0,0,6,4,1,0,14,12,0,0,0,44,44,22,66.7,Matches,Ipswich-Town,Premier-League
262,Ben Johnson,eng ENG,"DF,FW",24.0,15.0,5,1,1,27,6,1,37,13,22,0,0,0,57,19,18,51.4,Matches,Ipswich-Town,Premier-League
263,Kalvin Phillips,eng ENG,MF,28.0,13.7,6,1,1,28,20,0,20,19,19,0,0,0,68,7,22,24.1,Matches,Ipswich-Town,Premier-League
264,Alex Palmer,eng ENG,GK,27.0,13.0,2,0,0,1,4,0,0,0,0,0,0,0,17,5,0,100.0,Matches,Ipswich-Town,Premier-League
265,Sammie Szmodics,ie IRL,"FW,MF",28.0,11.0,2,0,0,9,8,8,14,6,10,0,1,0,42,6,11,35.3,Matches,Ipswich-Town,Premier-League
266,Luke Woolfenden,eng ENG,DF,25.0,13.2,2,0,0,5,2,1,0,19,6,0,0,0,38,15,15,50.0,Matches,Ipswich-Town,Premier-League
267,Jack Clarke,eng ENG,"FW,MF",23.0,13.1,2,0,0,15,23,3,13,7,20,0,0,0,75,7,18,28.0,Matches,Ipswich-Town,Premier-League
268,Wes Burns,wls WAL,"FW,DF",29.0,10.3,1,0,0,4,11,0,46,10,11,0,0,0,50,8,21,27.6,Matches,Ipswich-Town,Premier-League
269,Julio Enciso,py PAR,"MF,FW",20.0,9.7,3,0,0,9,21,0,21,1,9,0,1,0,43,8,17,32.0,Matches,Ipswich-Town,Premier-League
270,Conor Chaplin,eng ENG,"MF,FW",27.0,9.5,2,0,0,11,7,0,9,4,5,0,0,0,27,3,9,25.0,Matches,Ipswich-Town,Premier-League
271,Nathan Broadhead,wls WAL,"MF,FW",26.0,7.8,1,0,0,4,13,2,9,4,4,0,0,0,32,1,10,9.1,Matches,Ipswich-Town,Premier-League
272,Christian Walton,eng ENG,GK,28.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,100.0,Matches,Ipswich-Town,Premier-League
273,George Hirst,sct SCO,FW,25.0,7.3,3,0,0,13,12,3,3,2,3,0,0,0,12,32,23,58.2,Matches,Ipswich-Town,Premier-League
274,Jaden Philogene Bidace,eng ENG,"FW,DF",22.0,5.3,1,0,0,8,10,1,13,10,7,0,0,0,23,5,3,62.5,Matches,Ipswich-Town,Premier-League
275,Jack Taylor,ie IRL,MF,26.0,9.6,4,0,0,16,5,0,7,9,10,0,0,0,53,7,8,46.7,Matches,Ipswich-Town,Premier-League
276,Harry Clarke,eng ENG,DF,23.0,4.2,3,1,1,5,1,0,5,4,3,0,1,0,17,10,4,71.4,Matches,Ipswich-Town,Premier-League
277,Conor Townsend,eng ENG,DF,31.0,3.7,1,0,0,2,4,0,12,4,8,0,0,0,8,6,4,60.0,Matches,Ipswich-Town,Premier-League
278,Chiedozie Ogbene,ie IRL,FW,27.0,2.6,0,0,0,2,7,1,4,1,3,0,0,0,6,1,6,14.3,Matches,Ipswich-Town,Premier-League
279,Massimo Luongo,au AUS,MF,31.0,2.2,0,0,0,1,2,0,1,2,6,0,0,0,10,2,0,100.0,Matches,Ipswich-Town,Premier-League
280,Ben Godfrey,eng ENG,DF,26.0,1.8,1,0,0,1,0,0,0,2,0,0,0,0,2,3,0,100.0,Matches,Ipswich-Town,Premier-League
281,Ali Al Hamadi,iq IRQ,FW,22.0,1.5,3,0,0,8,3,1,0,0,0,0,0,0,4,5,9,35.7,Matches,Ipswich-Town,Premier-League
282,Marcus Harness,eng ENG,MF,28.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,,Matches,Ipswich-Town,Premier-League
283,George Edmundson,eng ENG,DF,26.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Ipswich-Town,Premier-League
284,Jamie Vardy,eng ENG,FW,37.0,31.4,5,0,0,25,23,27,11,5,13,2,0,0,39,50,55,47.6,Matches,Leicester-City,Premier-League
285,James Justin,eng ENG,DF,26.0,32.4,6,0,0,29,44,2,57,46,37,0,0,0,88,69,55,55.6,Matches,Leicester-City,Premier-League
286,Wout Faes,be BEL,DF,26.0,31.3,4,0,0,23,11,1,5,26,26,0,0,0,90,45,36,55.6,Matches,Leicester-City,Premier-League
287,Victor Bernth Kristiansen,dk DEN,DF,21.0,27.6,1,0,0,19,18,3,97,42,51,0,1,1,99,22,42,34.4,Matches,Leicester-City,Premier-League
288,Wilfred Ndidi,ng NGA,MF,27.0,25.8,8,0,0,39,18,3,30,31,51,0,0,1,127,61,59,50.8,Matches,Leicester-City,Premier-League
289,Mads Hermansen,dk DEN,GK,24.0,26.5,1,0,0,0,3,0,0,0,1,0,0,0,17,4,1,80.0,Matches,Leicester-City,Premier-League
290,Bilal El Khannouss,ma MAR,"MF,FW",20.0,24.2,4,0,0,30,13,1,89,6,30,0,0,0,92,19,24,44.2,Matches,Leicester-City,Premier-League
291,Boubakary Soumaré,fr FRA,MF,25.0,24.1,8,0,0,24,23,0,10,27,20,0,0,0,140,21,11,65.6,Matches,Leicester-City,Premier-League
292,Conor Coady,eng ENG,DF,31.0,19.0,3,0,0,8,2,1,0,13,9,0,2,0,62,13,22,37.1,Matches,Leicester-City,Premier-League
293,Jordan Ayew,gh GHA,"FW,MF",32.0,18.2,5,0,0,30,59,7,60,12,15,0,0,0,93,37,80,31.6,Matches,Leicester-City,Premier-League
294,Harry Winks,eng ENG,MF,28.0,17.1,4,0,0,9,13,0,34,9,11,0,0,0,106,8,6,57.1,Matches,Leicester-City,Premier-League
295,Stephy Mavididi,eng ENG,FW,26.0,17.9,2,0,0,18,18,3,69,11,19,0,0,0,83,9,15,37.5,Matches,Leicester-City,Premier-League
296,Jannik Vestergaard,dk DEN,DF,31.0,15.5,5,0,0,12,4,0,0,16,10,0,0,1,46,26,19,57.8,Matches,Leicester-City,Premier-League
297,Facundo Buonanotte,ar ARG,"FW,MF",19.0,16.9,8,0,0,37,35,3,43,12,32,0,0,0,79,18,36,33.3,Matches,Leicester-City,Premier-League
298,Luke Thomas,eng ENG,DF,23.0,12.3,3,0,0,16,10,0,29,21,25,0,1,0,42,13,11,54.2,Matches,Leicester-City,Premier-League
299,Caleb Okoli,it ITA,DF,23.0,12.5,4,0,0,16,9,0,1,15,14,0,0,0,44,23,21,52.3,Matches,Leicester-City,Premier-League
300,Oliver Skipp,eng ENG,MF,23.0,12.5,8,0,0,21,13,0,5,11,4,0,0,0,46,12,6,66.7,Matches,Leicester-City,Premier-League
301,Jakub Stolarczyk,pl POL,GK,23.0,10.0,1,0,0,0,0,0,0,0,1,0,0,0,8,5,0,100.0,Matches,Leicester-City,Premier-League
302,Kasey McAteer,ie IRL,FW,22.0,9.5,3,0,0,18,15,3,21,5,16,0,0,0,45,13,17,43.3,Matches,Leicester-City,Premier-League
303,Bobby De Cordova-Reid,jm JAM,FW,31.0,8.3,2,0,0,9,9,4,15,0,4,1,0,0,29,6,14,30.0,Matches,Leicester-City,Premier-League
304,Patson Daka,zm ZAM,"FW,MF",25.0,8.2,0,0,0,15,19,3,3,1,10,0,0,0,18,10,28,26.3,Matches,Leicester-City,Premier-League
305,Abdul Fatawu Issahaku,gh GHA,FW,20.0,6.4,0,0,0,11,20,2,30,4,15,0,0,0,38,14,13,51.9,Matches,Leicester-City,Premier-League
306,Ricardo Pereira,pt POR,DF,30.0,4.3,1,0,0,6,8,0,3,4,8,0,0,0,19,4,2,66.7,Matches,Leicester-City,Premier-League
307,Danny Ward,wls WAL,GK,31.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,Leicester-City,Premier-League
308,Hamza Choudhury,bd BAN,"MF,DF",26.0,1.5,0,0,0,1,0,0,5,5,1,0,0,0,2,0,0,,Matches,Leicester-City,Premier-League
309,Woyo Coulibaly,ml MLI,DF,25.0,1.2,1,0,0,2,1,0,0,5,4,0,0,0,14,0,3,0.0,Matches,Leicester-City,Premier-League
310,Jeremy Monga,,"FW,MF",15.0,1.2,0,0,0,0,5,0,4,0,1,0,0,0,10,0,1,0.0,Matches,Leicester-City,Premier-League
311,Odsonne Édouard,fr FRA,FW,26.0,0.3,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,50.0,Matches,Leicester-City,Premier-League
312,Jake Evans,,FW,,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,Matches,Leicester-City,Premier-League
313,Olabade Aluko,,DF,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches,Leicester-City,Premier-League
314,Will Alves,eng ENG,FW,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Leicester-City,Premier-League
315,Michael Golding,eng ENG,MF,18.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Leicester-City,Premier-League
316,Mohamed Salah,eg EGY,FW,32.0,37.5,1,0,0,25,39,18,79,9,11,0,0,0,101,9,14,39.1,Matches,Liverpool,Premier-League
317,Virgil van Dijk,nl NED,DF,33.0,37.0,5,0,0,17,13,0,1,56,20,0,0,0,115,119,46,72.1,Matches,Liverpool,Premier-League
318,Ryan Gravenberch,nl NED,MF,22.0,35.1,6,1,0,47,52,0,7,60,35,0,0,0,193,26,14,65.0,Matches,Liverpool,Premier-League
319,Alexis Mac Allister,ar ARG,MF,25.0,28.9,6,0,0,62,40,2,86,22,58,0,0,0,148,19,34,35.8,Matches,Liverpool,Premier-League
320,Ibrahima Konaté,fr FRA,DF,25.0,28.4,5,0,0,27,20,0,0,17,26,0,0,0,98,74,29,71.8,Matches,Liverpool,Premier-League
321,Dominik Szoboszlai,hu HUN,MF,23.0,27.7,6,0,0,44,24,4,41,9,20,0,0,0,133,19,23,45.2,Matches,Liverpool,Premier-League
322,Andrew Robertson,sct SCO,DF,30.0,27.6,3,1,0,11,8,3,147,21,22,0,1,1,105,7,14,33.3,Matches,Liverpool,Premier-League
323,Alisson,br BRA,GK,31.0,27.9,0,0,0,0,2,0,0,0,0,0,0,0,47,7,0,100.0,Matches,Liverpool,Premier-League
324,Luis Díaz,co COL,FW,27.0,26.7,2,0,0,48,31,10,32,7,26,2,0,0,105,13,38,25.5,Matches,Liverpool,Premier-League
325,Trent Alexander-Arnold,eng ENG,DF,25.0,26.3,5,0,0,11,9,1,153,31,50,0,0,0,132,3,13,18.8,Matches,Liverpool,Premier-League
326,Cody Gakpo,nl NED,FW,25.0,21.5,5,0,0,20,31,5,74,12,16,1,0,0,77,17,26,39.5,Matches,Liverpool,Premier-League
327,Curtis Jones,eng ENG,"MF,DF",23.0,19.0,3,1,1,18,25,1,8,7,22,1,0,0,97,14,13,51.9,Matches,Liverpool,Premier-League
328,Diogo Jota,pt POR,FW,27.0,13.3,2,0,0,23,14,1,8,8,8,1,0,0,41,22,32,40.7,Matches,Liverpool,Premier-League
329,Caoimhín Kelleher,ie IRL,GK,25.0,10.0,0,0,0,0,3,0,0,0,0,0,0,0,18,1,0,100.0,Matches,Liverpool,Premier-League
330,Kostas Tsimikas,gr GRE,DF,28.0,9.3,2,0,0,9,6,1,64,11,20,0,0,0,31,5,8,38.5,Matches,Liverpool,Premier-League
331,Darwin Núñez,uy URU,FW,25.0,12.6,8,0,0,27,14,12,3,4,18,1,0,0,41,20,33,37.7,Matches,Liverpool,Premier-League
332,Conor Bradley,nir NIR,DF,21.0,8.4,4,0,0,12,14,1,7,4,10,0,0,0,51,11,7,61.1,Matches,Liverpool,Premier-League
333,Joe Gomez,eng ENG,DF,27.0,5.8,1,0,0,2,3,0,2,7,10,0,0,0,34,9,4,69.2,Matches,Liverpool,Premier-League
334,Jarell Quansah,eng ENG,DF,21.0,5.5,2,0,0,9,1,0,2,7,8,0,1,1,19,7,10,41.2,Matches,Liverpool,Premier-League
335,Harvey Elliott,eng ENG,MF,21.0,4.1,1,0,0,0,1,1,12,1,3,0,0,0,15,1,2,33.3,Matches,Liverpool,Premier-League
336,Wataru Endo,jp JPN,"MF,DF",31.0,3.0,0,0,0,15,7,0,1,6,8,0,0,0,14,3,4,42.9,Matches,Liverpool,Premier-League
337,Federico Chiesa,it ITA,FW,26.0,1.2,0,0,0,3,2,0,2,0,0,0,0,0,6,0,4,0.0,Matches,Liverpool,Premier-League
338,Vitezslav Jaros,cz CZE,GK,23.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Liverpool,Premier-League
339,Jayden Danns,eng ENG,MF,18.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Liverpool,Premier-League
340,Joško Gvardiol,hr CRO,DF,22.0,36.4,2,0,0,16,27,3,22,44,39,0,0,0,137,54,41,56.8,Matches,Manchester-City,Premier-League
341,Erling Haaland,no NOR,FW,24.0,30.4,2,0,0,24,13,4,3,5,6,0,0,0,34,57,50,53.3,Matches,Manchester-City,Premier-League
342,Bernardo Silva,pt POR,"MF,FW",29.0,29.7,7,0,0,27,32,3,60,23,37,0,0,0,107,5,10,33.3,Matches,Manchester-City,Premier-League
343,Ederson,br BRA,GK,30.0,25.8,4,0,0,1,0,0,0,1,0,0,1,0,42,4,1,80.0,Matches,Manchester-City,Premier-League
344,Rúben Dias,pt POR,DF,27.0,25.2,4,0,0,12,8,0,3,20,11,0,1,1,78,37,34,52.1,Matches,Manchester-City,Premier-League
345,İlkay Gündoğan,de GER,MF,33.0,24.7,1,0,0,15,27,1,60,13,13,1,0,0,116,14,11,56.0,Matches,Manchester-City,Premier-League
